movie_title,word_count,lexical_diversity,sentiment,subjectivity,avg_sentence_length
Barely Legal_0302297,20000,0.2753,0.08308390370890374,0.5228592878592875,6.502764227642277
Barney s Version_1423894,22167,0.26552984165651644,0.07693750483523207,0.45267608118847796,7.74231843575419
Barry Lyndon_0072684,30356,0.22387666359204111,0.16384913406747323,0.48503124021153243,14.203928905519177
Barry_5477566,6517,0.3638177075341415,0.06455975379749362,0.49576653682730426,7.434240362811791
Barton Fink_0101410,19979,0.2645778066970319,0.07293021310718129,0.44932208215357355,7.832354093223659
Basaan_3386408,18297,0.3179756244193037,-0.012179274813325633,0.452618238720043,6.643085673658017
Basic Insect_7093682,19968,0.24674479166666666,-0.006546733734306304,0.46160307745746115,8.334165626300457
Basic Instinct_0103772,18132,0.206982131039047,0.018967577905554967,0.43861511516473317,6.777902202314296
Basquiat_0115632,17239,0.27954057659957077,0.06968744420931468,0.4619602968837665,7.0390402602684015
Batman Begins_0372784,25125,0.3180497512437811,-0.02623525816677412,0.47570283819524006,7.580596565230491
Batman Forever_0112462,20793,0.3206367527533304,0.05420804746041319,0.47033598834655216,6.644657097288676
Batman Mask of the Phantasm_0106364,22608,0.2768046709129512,0.03709994202758466,0.48228225493745636,8.982220466218886
Batman Returns_0103776,34412,0.2733348831802859,0.020309123590373603,0.44386822355572386,10.974904701397714
Batman Robin_0118688,20315,0.30790056608417427,0.05124267097929982,0.514319210862971,7.833269156719291
Batman Year One_1672723,22537,0.2889470648267294,0.0011929839866470482,0.4749583239189113,8.678722585609849
Batman v Superman Dawn of Justice_2975590,27479,0.25514028894792384,0.012354461102622871,0.44963896316102236,7.77520474442248
Batman_0096895,30152,0.29019633855133986,0.05451465245373475,0.48618517031491715,8.82438739789965
Bats_0200469,15901,0.25803408590654675,0.047831801920891454,0.4758645150229308,8.265422498703991
Battle Los Angeles_1217613,18322,0.3073354437288506,-0.004380805103461354,0.4614074232645662,6.9556818181818185
Battle for the Planet of the Apes_0069768,5906,0.44649508973924823,0.03275505404181873,0.4376537236667957,13.460136674259681
Battle of the Sexes_4622512,20773,0.26154142396379915,0.161472190180077,0.49308777448517105,6.920186232125041
Battlefield Earth_0185183,23785,0.26697498423376076,0.017832453965787295,0.48836716205605135,11.894394394394395
Battlestar Galactica_0407362,24809,0.24741021403522914,0.02704647638919937,0.4974868063600457,9.515140045420136
Baywatch_5797522,24336,0.27625739644970415,0.06966150238348406,0.4995697490075003,8.605086541858
Beach Theme Railroad Apartment_7239184,4891,0.3702719280310775,0.06778462373378426,0.451283966172026,7.980424143556281
Beaches_0094715,25355,0.2554920134095839,0.053157358685375924,0.5372327870542156,10.24979854955681
Bean_0118689,22950,0.260479302832244,0.08132341989723521,0.48736527209795677,8.600225648740128
Beasts of No Nation_1365050,16898,0.28186767664812407,-0.0030794309306214074,0.3819016525802241,11.394204851752022
Beasts of the Southern Wild_2125435,14633,0.3061573156563931,0.04470938451016582,0.4699663262663259,9.444229529335912
Beautiful Girls_0115639,20635,0.28727889508117277,0.06938179522380915,0.49914879359323827,6.657040882543803
Beauty and the Beast_2771200,19580,0.2877425944841675,0.14127491775651066,0.5471500237488607,8.448944420508402
Beavis and Butt Head Do America_0115641,14792,0.29664683612763654,0.06717163926813535,0.45240313246047176,5.9585326953748
Beck 1000 BPM_8212568,27923,0.20796476023349927,0.016656946251216456,0.42866521229517346,10.036957301758163
Bedlam_0038343,24154,0.2160304711434959,0.04423642604319025,0.49608051451010354,12.170694864048338
